Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
08/27/2024,08/27/2024,08/27/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 08/20/2024 P/D 08/27/2024 - 0.483152 shares at 0.8493,CDIV,,,$0.41
11/09/2024,11/09/2024,11/09/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 11/04/2024 P/D 11/09/2024 - 0.262073 shares at 1.1013,CDIV,,,$0.29
08/15/2024,08/15/2024,08/17/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000382,$203.17,($0.08)
10/17/2024,10/17/2024,10/18/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000717,$421.07,($0.30)
06/11/2025,06/11/2025,06/11/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 06/04/2025 P/D 06/11/2025 - 0.145512 shares at 0.6629,CDIV,,,$0.10
01/29/2025,01/29/2025,01/30/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001102,$145.06,($0.16)
09/07/2024,09/07/2024,09/08/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000225,$159.36,($0.04)
10/09/2024,10/09/2024,10/10/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000610,$418.01,($0.25)
09/12/2024,09/12/2024,09/12/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 09/06/2024 P/D 09/12/2024 - 0.479333 shares at 1.1644,CDIV,,,$0.56
06/19/2025,06/19/2025,06/19/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 06/15/2025 P/D 06/19/2025 - 0.263537 shares at 0.7326,CDIV,,,$0.19
12/10/2024,12/10/2024,12/11/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000503,$250.04,($0.13)
12/04/2024,12/04/2024,12/06/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000515,$574.05,($0.30)
05/08/2025,05/08/2025,05/08/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 05/02/2025 P/D 05/08/2025 - 0.301919 shares at 0.8276,CDIV,,,$0.25
03/11/2025,03/11/2025,03/11/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 03/06/2025 P/D 03/11/2025 - 0.274184 shares at 0.921,CDIV,,,$0.25
11/29/2024,11/29/2024,11/29/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 11/26/2024 P/D 11/29/2024 - 0.422841 shares at 0.5643,CDIV,,,$0.24
10/02/2024,10/02/2024,10/03/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000619,$212.94,($0.13)
01/31/2025,01/31/2025,02/02/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001325,$221.89,($0.29)
02/09/2025,02/09/2025,02/11/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000576,$219.86,($0.13)
01/09/2025,01/09/2025,01/09/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 01/03/2025 P/D 01/09/2025 - 0.493197 shares at 0.5717,CDIV,,,$0.28
10/30/2024,10/30/2024,11/01/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000950,$86.24,($0.08)
12/21/2024,12/21/2024,12/21/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 12/18/2024 P/D 12/21/2024 - 0.146546 shares at 0.8066,CDIV,,,$0.12
09/26/2024,09/26/2024,09/26/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 09/21/2024 P/D 09/26/2024 - 0.117369 shares at 0.8328,CDIV,,,$0.10
04/04/2025,04/04/2025,04/04/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 03/31/2025 P/D 04/04/2025 - 0.329593 shares at 0.811,CDIV,,,$0.27
03/29/2025,03/29/2025,03/30/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000695,$167.22,($0.12)
10/27/2024,10/27/2024,10/28/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001332,$113.75,($0.15)
04/23/2025,04/23/2025,04/25/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000235,$568.36,($0.13)
05/26/2025,05/26/2025,05/26/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 05/22/2025 P/D 05/26/2025 - 0.462649 shares at 1.1777,CDIV,,,$0.54
03/24/2025,03/24/2025,03/25/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001118,$206.84,($0.23)
01/06/2025,01/06/2025,01/07/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001043,$495.72,($0.52)
07/02/2025,07/02/2025,07/02/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 06/25/2025 P/D 07/02/2025 - 0.486321 shares at 0.5756,CDIV,,,$0.28
06/01/2025,06/01/2025,06/01/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 05/28/2025 P/D 06/01/2025 - 0.27729 shares at 0.7734,CDIV,,,$0.21
09/06/2024,09/06/2024,09/06/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 09/02/2024 P/D 09/06/2024 - 0.275486 shares at 0.7629,CDIV,,,$0.21
11/05/2024,11/05/2024,11/07/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.001205,$79.49,($0.10)
06/05/2025,06/05/2025,06/06/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001365,$540.30,($0.74)
09/12/2024,09/12/2024,09/14/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000641,$470.88,($0.30)
07/15/2024,07/15/2024,07/16/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000302,$73.64,($0.02)
07/04/2024,07/04/2024,07/04/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 06/29/2024 P/D 07/04/2024 - 0.475697 shares at 0.6156,CDIV,,,$0.29
10/20/2024,10/20/2024,10/22/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001286,$502.67,($0.65)
05/24/2025,05/24/2025,05/24/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 05/18/2025 P/D 05/24/2025 - 0.134326 shares at 0.8236,CDIV,,,$0.11
06/19/2025,06/19/2025,06/19/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 06/16/2025 P/D 06/19/2025 - 0.442298 shares at 1.1951,CDIV,,,$0.53
03/22/2025,03/22/2025,03/22/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 03/15/2025 P/D 03/22/2025 - 0.380393 shares at 0.9913,CDIV,,,$0.38
02/11/2025,02/11/2025,02/11/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 02/06/2025 P/D 02/11/2025 - 0.106951 shares at 0.9677,CDIV,,,$0.10
08/08/2024,08/08/2024,08/09/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001341,$510.75,($0.68)
07/18/2024,07/18/2024,07/19/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000143,$594.40,($0.08)
01/03/2025,01/03/2025,01/05/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000419,$584.65,($0.24)
05/31/2025,05/31/2025,06/02/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000329,$263.29,($0.09)
02/07/2025,02/07/2025,02/08/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000503,$89.26,($0.04)
04/25/2025,04/25/2025,04/25/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 04/18/2025 P/D 04/25/2025 - 0.468964 shares at 0.4942,CDIV,,,$0.23
11/28/2024,11/28/2024,11/28/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 11/23/2024 P/D 11/28/2024 - 0.466952 shares at 0.9983,CDIV,,,$0.47
12/13/2024,12/13/2024,12/15/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000215,$163.22,($0.04)
08/17/2024,08/17/2024,08/17/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 08/10/2024 P/D 08/17/2024 - 0.48431 shares at 1.0412,CDIV,,,$0.50
08/26/2024,08/26/2024,08/26/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 08/23/2024 P/D 08/26/2024 - 0.117169 shares at 0.9834,CDIV,,,$0.12
06/16/2025,06/16/2025,06/16/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 06/09/2025 P/D 06/16/2025 - 0.295555 shares at 1.1413,CDIV,,,$0.34
05/08/2025,05/08/2025,05/09/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000280,$331.32,($0.09)
01/19/2025,01/19/2025,01/19/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 01/13/2025 P/D 01/19/2025 - 0.169418 shares at 0.5538,CDIV,,,$0.09
05/25/2025,05/25/2025,05/25/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 05/20/2025 P/D 05/25/2025 - 0.195968 shares at 0.4456,CDIV,,,$0.09
08/11/2024,08/11/2024,08/11/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 08/06/2024 P/D 08/11/2024 - 0.142125 shares at 0.9594,CDIV,,,$0.14
12/12/2024,12/12/2024,12/12/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 12/07/2024 P/D 12/12/2024 - 0.26731 shares at 0.536,CDIV,,,$0.14
05/26/2025,05/26/2025,05/26/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 05/23/2025 P/D 05/26/2025 - 0.137723 shares at 0.5131,CDIV,,,$0.07
05/03/2025,05/03/2025,05/04/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.001222,$439.63,($0.54)
08/13/2024,08/13/2024,08/13/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 08/06/2024 P/D 08/13/2024 - 0.250204 shares at 1.0262,CDIV,,,$0.26
01/06/2025,01/06/2025,01/07/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000291,$362.20,($0.11)
09/18/2024,09/18/2024,09/18/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 09/15/2024 P/D 09/18/2024 - 0.313813 shares at 0.4566,CDIV,,,$0.14
05/08/2025,05/08/2025,05/08/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 05/04/2025 P/D 05/08/2025 - 0.160097 shares at 1.0104,CDIV,,,$0.16
07/23/2024,07/23/2024,07/23/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 07/20/2024 P/D 07/23/2024 - 0.162348 shares at 0.8538,CDIV,,,$0.14
01/08/2025,01/08/2025,01/08/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 01/04/2025 P/D 01/08/2025 - 0.442724 shares at 0.4689,CDIV,,,$0.21
12/14/2024,12/14/2024,12/16/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000552,$142.95,($0.08)
08/18/2024,08/18/2024,08/19/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.001426,$136.80,($0.20)
05/09/2025,05/09/2025,05/10/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000335,$445.30,($0.15)
01/17/2025,01/17/2025,01/17/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 01/12/2025 P/D 01/17/2025 - 0.20876 shares at 1.1776,CDIV,,,$0.25
03/05/2025,03/05/2025,03/07/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000984,$489.75,($0.48)
03/11/2025,03/11/2025,03/13/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001372,$150.90,($0.21)
08/21/2024,08/21/2024,08/21/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 08/17/2024 P/D 08/21/2024 - 0.382975 shares at 1.1342,CDIV,,,$0.43
07/01/2024,07/01/2024,07/03/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001455,$156.54,($0.23)
08/08/2024,08/08/2024,08/08/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 08/01/2024 P/D 08/08/2024 - 0.208514 shares at 1.1329,CDIV,,,$0.24
09/22/2024,09/22/2024,09/24/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000827,$121.21,($0.10)
01/19/2025,01/19/2025,01/20/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001381,$479.49,($0.66)
07/12/2024,07/12/2024,07/14/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001143,$227.73,($0.26)
09/11/2024,09/11/2024,09/11/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 09/05/2024 P/D 09/11/2024 - 0.47201 shares at 0.6743,CDIV,,,$0.32
01/08/2025,01/08/2025,01/08/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 01/05/2025 P/D 01/08/2025 - 0.156057 shares at 0.558,CDIV,,,$0.09
09/09/2024,09/09/2024,09/10/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000143,$547.28,($0.08)
05/31/2025,05/31/2025,05/31/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 05/27/2025 P/D 05/31/2025 - 0.171592 shares at 0.4048,CDIV,,,$0.07
01/12/2025,01/12/2025,01/12/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 01/06/2025 P/D 01/12/2025 - 0.398492 shares at 0.8214,CDIV,,,$0.33
09/03/2024,09/03/2024,09/03/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 08/28/2024 P/D 09/03/2024 - 0.33286 shares at 1.0218,CDIV,,,$0.34
04/25/2025,04/25/2025,04/27/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000125,$236.50,($0.03)
06/21/2025,06/21/2025,06/21/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 06/15/2025 P/D 06/21/2025 - 0.155716 shares at 0.9862,CDIV,,,$0.15
05/19/2025,05/19/2025,05/19/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 05/14/2025 P/D 05/19/2025 - 0.289814 shares at 0.9969,CDIV,,,$0.29
01/28/2025,01/28/2025,01/29/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001064,$575.93,($0.61)
10/20/2024,10/20/2024,10/20/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 10/17/2024 P/D 10/20/2024 - 0.156762 shares at 1.0866,CDIV,,,$0.17
08/28/2024,08/28/2024,08/28/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 08/24/2024 P/D 08/28/2024 - 0.21866 shares at 1.009,CDIV,,,$0.22
02/16/2025,02/16/2025,02/16/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 02/09/2025 P/D 02/16/2025 - 0.482307 shares at 1.0223,CDIV,,,$0.49
11/19/2024,11/19/2024,11/20/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001220,$266.64,($0.33)
01/13/2025,01/13/2025,01/13/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 01/10/2025 P/D 01/13/2025 - 0.406998 shares at 1.0981,CDIV,,,$0.45
12/08/2024,12/08/2024,12/09/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000504,$411.92,($0.21)
10/22/2024,10/22/2024,10/23/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001097,$471.86,($0.52)
02/05/2025,02/05/2025,02/06/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000218,$155.39,($0.03)
09/17/2024,09/17/2024,09/19/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000126,$150.96,($0.02)
12/01/2024,12/01/2024,12/03/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000276,$403.93,($0.11)
07/14/2024,07/14/2024,07/15/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000833,$514.82,($0.43)
01/13/2025,01/13/2025,01/13/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 01/08/2025 P/D 01/13/2025 - 0.451981 shares at 0.8741,CDIV,,,$0.40
08/19/2024,08/19/2024,08/19/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 08/12/2024 P/D 08/19/2024 - 0.484838 shares at 0.8931,CDIV,,,$0.43
09/07/2024,09/07/2024,09/08/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.001349,$71.24,($0.10)
08/06/2024,08/06/2024,08/08/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000956,$137.66,($0.13)
02/11/2025,02/11/2025,02/11/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 02/08/2025 P/D 02/11/2025 - 0.47245 shares at 0.6667,CDIV,,,$0.31
08/04/2024,08/04/2024,08/06/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001205,$129.20,($0.16)
12/27/2024,12/27/2024,12/27/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 12/22/2024 P/D 12/27/2024 - 0.470622 shares at 1.0142,CDIV,,,$0.48
06/29/2025,06/29/2025,07/01/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000665,$138.91,($0.09)
03/15/2025,03/15/2025,03/17/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000632,$162.55,($0.10)
08/04/2024,08/04/2024,08/04/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 07/30/2024 P/D 08/04/2024 - 0.257956 shares at 1.0056,CDIV,,,$0.26
02/10/2025,02/10/2025,02/10/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 02/07/2025 P/D 02/10/2025 - 0.383332 shares at 0.9988,CDIV,,,$0.38
11/30/2024,11/30/2024,11/30/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 11/27/2024 P/D 11/30/2024 - 0.390948 shares at 1.1649,CDIV,,,$0.46
10/07/2024,10/07/2024,10/09/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000575,$76.12,($0.04)
05/18/2025,05/18/2025,05/18/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 05/11/2025 P/D 05/18/2025 - 0.290301 shares at 0.7587,CDIV,,,$0.22
02/09/2025,02/09/2025,02/09/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 02/05/2025 P/D 02/09/2025 - 0.420027 shares at 1.0808,CDIV,,,$0.45
08/16/2024,08/16/2024,08/18/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000758,$446.83,($0.34)
05/23/2025,05/23/2025,05/25/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000667,$140.44,($0.09)
02/21/2025,02/21/2025,02/22/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000219,$261.48,($0.06)
04/04/2025,04/04/2025,04/04/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 03/28/2025 P/D 04/04/2025 - 0.480877 shares at 0.9152,CDIV,,,$0.44
03/05/2025,03/05/2025,03/05/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 02/27/2025 P/D 03/05/2025 - 0.179513 shares at 0.9323,CDIV,,,$0.17
02/25/2025,02/25/2025,02/26/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000170,$150.30,($0.03)
05/14/2025,05/14/2025,05/14/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 05/08/2025 P/D 05/14/2025 - 0.490474 shares at 0.4272,CDIV,,,$0.21
02/15/2025,02/15/2025,02/15/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 02/12/2025 P/D 02/15/2025 - 0.152565 shares at 0.7343,CDIV,,,$0.11
03/18/2025,03/18/2025,03/19/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000330,$73.83,($0.02)
04/13/2025,04/13/2025,04/13/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 04/09/2025 P/D 04/13/2025 - 0.488085 shares at 1.021,CDIV,,,$0.50
12/11/2024,12/11/2024,12/11/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 12/07/2024 P/D 12/11/2024 - 0.479809 shares at 0.5417,CDIV,,,$0.26
01/12/2025,01/12/2025,01/14/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000438,$151.31,($0.07)
03/14/2025,03/14/2025,03/14/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 03/08/2025 P/D 03/14/2025 - 0.271809 shares at 1.1832,CDIV,,,$0.32
05/15/2025,05/15/2025,05/15/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 05/11/2025 P/D 05/15/2025 - 0.378096 shares at 0.7843,CDIV,,,$0.30
12/18/2024,12/18/2024,12/18/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 12/14/2024 P/D 12/18/2024 - 0.22464 shares at 1.158,CDIV,,,$0.26
01/01/2025,01/01/2025,01/01/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 12/26/2024 P/D 01/01/2025 - 0.296584 shares at 0.6303,CDIV,,,$0.19
02/07/2025,02/07/2025,02/09/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000765,$246.35,($0.19)
07/11/2024,07/11/2024,07/12/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000129,$71.45,($0.01)
03/12/2025,03/12/2025,03/12/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 03/07/2025 P/D 03/12/2025 - 0.273016 shares at 1.137,CDIV,,,$0.31
04/30/2025,04/30/2025,05/01/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000864,$561.36,($0.49)
06/29/2025,06/29/2025,07/01/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000832,$157.67,($0.13)
01/29/2025,01/29/2025,01/31/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000598,$459.22,($0.27)
02/22/2025,02/22/2025,02/24/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000989,$315.44,($0.31)
12/29/2024,12/29/2024,12/31/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001164,$507.82,($0.59)
03/24/2025,03/24/2025,03/26/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001406,$540.62,($0.76)
06/25/2025,06/25/2025,06/27/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000811,$173.45,($0.14)
08/12/2024,08/12/2024,08/12/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 08/09/2024 P/D 08/12/2024 - 0.1471 shares at 0.5489,CDIV,,,$0.08
03/09/2025,03/09/2025,03/09/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 03/02/2025 P/D 03/09/2025 - 0.41297 shares at 0.6249,CDIV,,,$0.26
10/31/2024,10/31/2024,11/02/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000373,$498.95,($0.19)
01/10/2025,01/10/2025,01/10/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 01/06/2025 P/D 01/10/2025 - 0.341796 shares at 0.5477,CDIV,,,$0.19
03/28/2025,03/28/2025,03/28/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 03/22/2025 P/D 03/28/2025 - 0.498889 shares at 0.6558,CDIV,,,$0.33
03/31/2025,03/31/2025,04/02/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000312,$369.70,($0.12)
03/19/2025,03/19/2025,03/19/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 03/16/2025 P/D 03/19/2025 - 0.467596 shares at 0.5398,CDIV,,,$0.25
05/10/2025,05/10/2025,05/12/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001237,$481.44,($0.60)
06/29/2025,06/29/2025,06/29/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 06/26/2025 P/D 06/29/2025 - 0.477722 shares at 0.977,CDIV,,,$0.47
11/17/2024,11/17/2024,11/18/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000478,$506.75,($0.24)
